sofifa_id,nationality,club_name,league_name
206113,Germany,FC Bayern München,German 1. Bundesliga
210243,Portugal,Leicester City,English Premier League
192505,Belgium,Inter,Italian Serie A
198706,Spain,Lazio,Italian Serie A
201399,Argentina,Paris Saint-Germain,French Ligue 1
208670,Morocco,Chelsea,English Premier League
164240,Brazil,Chelsea,English Premier League
175943,Belgium,Napoli,Italian Serie A
180206,Bosnia Herzegovina,FC Barcelona,Spain Primera Division
181291,Netherlands,Liverpool,English Premier League
182493,Uruguay,Inter,Italian Serie A
184087,Belgium,Tottenham Hotspur,English Premier League
184344,Italy,Juventus,Italian Serie A
185122,Hungary,RB Leipzig,German 1. Bundesliga
188350,Germany,Borussia Dortmund,German 1. Bundesliga
188377,England,Manchester City,English Premier League
189509,Spain,Liverpool,English Premier League
189513,Spain,Villarreal CF,Spain Primera Division
190460,Denmark,Inter,Italian Serie A
191043,Brazil,Juventus,Italian Serie A
193747,Spain,Atlético Madrid,Spain Primera Division
198219,Italy,Napoli,Italian Serie A
204485,Algeria,Manchester City,English Premier League
239085,Norway,Borussia Dortmund,German 1. Bundesliga
231478,Argentina,Inter,Italian Serie A
230142,Spain,Real Sociedad,Spain Primera Division
212190,Germany,FC Bayern München,German 1. Bundesliga
230658,Brazil,Juventus,Italian Serie A
209658,Germany,FC Bayern München,German 1. Bundesliga
210035,Spain,SL Benfica,Portuguese Liga ZON SAGRES
211300,France,Manchester United,English Premier League
212194,Germany,Borussia Dortmund,German 1. Bundesliga
213345,France,FC Bayern München,German 1. Bundesliga
216460,Uruguay,Atlético Madrid,Spain Primera Division
226753,Cameroon,Ajax,Holland Eredivisie
226790,Nigeria,Leicester City,English Premier League
208421,Spain,Atlético Madrid,Spain Primera Division
189117,Switzerland,Borussia Dortmund,German 1. Bundesliga
198176,Netherlands,Inter,Italian Serie A
200458,France,Everton,English Premier League
209889,Portugal,Borussia Dortmund,German 1. Bundesliga
209989,Ghana,Atlético Madrid,Spain Primera Division
212462,Brazil,FC Porto,Portuguese Liga ZON SAGRES
216352,Croatia,Inter,Italian Serie A
135507,Brazil,Manchester City,English Premier League
146536,Spain,Sevilla FC,Spain Primera Division
163587,Denmark,Leicester City,English Premier League
168435,Italy,Torino,Italian Serie A
176266,Brazil,Lazio,Italian Serie A
177413,Belgium,Borussia Dortmund,German 1. Bundesliga
178005,Portugal,Wolverhampton Wanderers,English Premier League
184432,Spain,Chelsea,English Premier League
190483,Brazil,Juventus,Italian Serie A
192629,Spain,RC Celta,Spain Primera Division
193165,Mexico,FC Porto,Portuguese Liga ZON SAGRES
193474,Senegal,Paris Saint-Germain,French Ligue 1
197445,Austria,FC Bayern München,German 1. Bundesliga
197781,Spain,Real Madrid,Spain Primera Division
197965,Portugal,SL Benfica,Portuguese Liga ZON SAGRES
199451,France,AS Monaco,French Ligue 1
200647,Slovenia,Atalanta,Italian Serie A
204838,Mexico,Wolverhampton Wanderers,English Premier League
207863,Brazil,Atlético Madrid,Spain Primera Division
211256,Argentina,Ajax,Holland Eredivisie
239053,Uruguay,Real Madrid,Spain Primera Division
222665,Norway,Real Madrid,Spain Primera Division
231443,France,FC Barcelona,Spain Primera Division
211688,Spain,Valencia CF,Spain Primera Division
212151,Albania,Lazio,Italian Serie A
221087,Spain,Roma,Italian Serie A
225100,England,Liverpool,English Premier League
225953,Netherlands,Tottenham Hotspur,English Premier League
228618,France,Real Madrid,Spain Primera Division
229880,England,Manchester United,English Premier League
235212,Morocco,Inter,Italian Serie A
210413,Italy,Milan,Italian Serie A
211117,England,Tottenham Hotspur,English Premier League
221363,Netherlands,Manchester United,English Premier League
229261,Switzerland,Borussia Mönchengladbach,German 1. Bundesliga
230666,Brazil,Manchester City,English Premier League
205600,France,FC Barcelona,Spain Primera Division
207410,Croatia,Chelsea,English Premier League
210514,Portugal,Manchester City,English Premier League
227928,Portugal,FC Barcelona,Spain Primera Division
192984,Belgium,VfL Wolfsburg,German 1. Bundesliga
199482,Portugal,Olympique Lyonnais,French Ligue 1
204923,Austria,RB Leipzig,German 1. Bundesliga
219693,Brazil,Sevilla FC,Spain Primera Division
192774,Greece,Napoli,Italian Serie A
197061,Cameroon,Liverpool,English Premier League
205069,Spain,Paris Saint-Germain,French Ligue 1
216594,France,Real Betis,Spain Primera Division
41236,Sweden,Milan,Italian Serie A
162347,Portugal,Wolverhampton Wanderers,English Premier League
163705,France,Olympique de Marseille,French Ligue 1
167664,Argentina,Inter Miami,USA Major League Soccer
169195,Brazil,Beijing Sinobo Guoan FC,Chinese Super League
169416,Mexico,Los Angeles FC,USA Major League Soccer
170890,France,Inter Miami,USA Major League Soccer
172871,Belgium,SL Benfica,Portuguese Liga ZON SAGRES
173731,Wales,Tottenham Hotspur,English Premier League
176676,Brazil,Real Madrid,Spain Primera Division
178518,Belgium,Inter,Italian Serie A
178562,Argentina,Al Shabab,Saudi Abdul L. Jameel League
180930,Bosnia Herzegovina,Roma,Italian Serie A
181872,Chile,Inter,Italian Serie A
183512,Spain,Athletic Club de Bilbao,Spain Primera Division
184134,Brazil,Sevilla FC,Spain Primera Division
186345,England,Atlético Madrid,Spain Primera Division
186942,Germany,Manchester City,English Premier League
187961,Brazil,Guangzhou Evergrande Taobao FC,Chinese Super League
188152,Brazil,Shanghai SIPG FC,Chinese Super League
188943,Germany,Eintracht Frankfurt,German 1. Bundesliga
189242,Brazil,FC Barcelona,Spain Primera Division
189575,Spain,Athletic Club de Bilbao,Spain Primera Division
190941,Finland,Bayer 04 Leverkusen,German 1. Bundesliga
193301,France,Arsenal,English Premier League
193314,Spain,Levante UD,Spain Primera Division
198717,Ivory Coast,Crystal Palace,English Premier League
199042,Chile,Bayer 04 Leverkusen,German 1. Bundesliga
199434,Serbia,Ajax,Holland Eredivisie
199564,Spain,FC Barcelona,Spain Primera Division
199845,Italy,Lazio,Italian Serie A
199914,Brazil,Everton,English Premier League
200949,Brazil,Tottenham Hotspur,English Premier League
203486,Belgium,Borussia Dortmund,German 1. Bundesliga
205070,Spain,Real Sociedad,Spain Primera Division
205498,Italy,Chelsea,English Premier League
205678,Bosnia Herzegovina,Medipol Başakşehir FK,Turkish Süper Lig
208093,Spain,Villarreal CF,Spain Primera Division
208574,Serbia,Eintracht Frankfurt,German 1. Bundesliga
215333,Colombia,Atalanta,Italian Serie A
216547,Portugal,SL Benfica,Portuguese Liga ZON SAGRES
220407,Slovakia,Newcastle United,English Premier League
224334,Argentina,Sevilla FC,Spain Primera Division
230481,Brazil,Grêmio,Campeonato Brasileiro Série A
245279,Spain,Tottenham Hotspur,English Premier League
226271,Spain,Napoli,Italian Serie A
220814,France,FC Bayern München,German 1. Bundesliga
224293,Portugal,Wolverhampton Wanderers,English Premier League
226226,Argentina,Tottenham Hotspur,English Premier League
193105,France,Fulham,English Premier League
206585,Spain,Chelsea,English Premier League
215698,France,LOSC Lille,French Ligue 1
220834,Spain,Real Madrid,Spain Primera Division
225375,Austria,RB Leipzig,German 1. Bundesliga
203263,England,Manchester United,English Premier League
212523,Brazil,Guangzhou Evergrande Taobao FC,Chinese Super League
214997,Argentina,Atlético Madrid,Spain Primera Division
215316,Argentina,Villarreal CF,Spain Primera Division
226110,Ivory Coast,Arsenal,English Premier League
226161,Spain,Atlético Madrid,Spain Primera Division
198009,Italy,Genoa,Italian Serie A
208333,Germany,Borussia Dortmund,German 1. Bundesliga
209960,Spain,Deportivo Alavés,Spain Primera Division
223952,Spain,Getafe CF,Spain Primera Division
201153,Spain,Atlético Madrid,Spain Primera Division
201305,Brazil,Valencia CF,Spain Primera Division
203841,England,Burnley,English Premier League
205632,Argentina,Sevilla FC,Spain Primera Division
207862,Germany,Borussia Mönchengladbach,German 1. Bundesliga
217940,Togo,Getafe CF,Spain Primera Division
236583,Czech Republic,SV Werder Bremen,German 1. Bundesliga
1179,Italy,Juventus,Italian Serie A
157481,Spain,Villarreal CF,Spain Primera Division
168651,Croatia,Sevilla FC,Spain Primera Division
176635,Germany,Arsenal,English Premier League
177388,France,Olympique de Marseille,French Ligue 1
177457,Germany,Bayer 04 Leverkusen,German 1. Bundesliga
178750,Spain,Villarreal CF,Spain Primera Division
180403,Brazil,Arsenal,English Premier League
181458,Croatia,Inter,Italian Serie A
182494,Uruguay,Galatasaray SK,Turkish Süper Lig
183907,Germany,FC Bayern München,German 1. Bundesliga
184200,Austria,Shanghai SIPG FC,Chinese Super League
185103,Serbia,Inter,Italian Serie A
186561,Wales,Juventus,Italian Serie A
190286,Spain,Real Betis,Spain Primera Division
190815,Netherlands,Ajax,Holland Eredivisie
193525,Russia,PFC CSKA Moscow,Russian Premier League
193698,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga
194404,Brazil,FC Barcelona,Spain Primera Division
198329,Spain,Leeds United,English Premier League
198710,Colombia,Everton,English Premier League
200888,Portugal,FC Porto,Portuguese Liga ZON SAGRES
201095,Argentina,FC Porto,Portuguese Liga ZON SAGRES
202857,Germany,Bayer 04 Leverkusen,German 1. Bundesliga
204120,Czech Republic,Sevilla FC,Spain Primera Division
204970,France,Olympique de Marseille,French Ligue 1
208418,Belgium,Atlético Madrid,Spain Primera Division
208808,Netherlands,Ajax,Holland Eredivisie
210665,Germany,RB Leipzig,German 1. Bundesliga
216354,Croatia,TSG 1899 Hoffenheim,German 1. Bundesliga
223697,Germany,Atalanta,Italian Serie A
230168,Brazil,Grêmio,Campeonato Brasileiro Série A
230375,Brazil,Grêmio,Campeonato Brasileiro Série A
242444,Portugal,Atlético Madrid,Spain Primera Division
234396,Canada,FC Bayern München,German 1. Bundesliga
234906,France,Olympique Lyonnais,French Ligue 1
239231,Spain,Getafe CF,Spain Primera Division
241461,Spain,Manchester City,English Premier League
231943,Brazil,Everton,English Premier League
241852,France,Bayer 04 Leverkusen,German 1. Bundesliga
224411,Portugal,Valencia CF,Spain Primera Division
227796,United States,Chelsea,English Premier League
239818,Portugal,SL Benfica,Portuguese Liga ZON SAGRES
251573,Brazil,Atlético Madrid,Spain Primera Division
211990,Greece,SL Benfica,Portuguese Liga ZON SAGRES
222716,Brazil,SL Benfica,Portuguese Liga ZON SAGRES
236792,Czech Republic,West Ham United,English Premier League
205659,Italy,Cagliari,Italian Serie A
211591,France,Olympique Lyonnais,French Ligue 1
213565,France,Atlético Madrid,Spain Primera Division
216393,Belgium,Leicester City,English Premier League
220697,England,Leicester City,English Premier League
220971,Guinea,Liverpool,English Premier League
223959,Uruguay,Arsenal,English Premier League
225850,France,Paris Saint-Germain,French Ligue 1
226851,France,FC Bayern München,German 1. Bundesliga
229984,England,Chelsea,English Premier League
233419,Brazil,Stade Rennais FC,French Ligue 1
204884,France,Manchester City,English Premier League
204935,England,Everton,English Premier League
205175,Poland,Napoli,Italian Serie A
210455,Spain,Wolverhampton Wanderers,English Premier League
215223,Argentina,OGC Nice,French Ligue 1
215330,Argentina,Lazio,Italian Serie A
216201,Spain,Athletic Club de Bilbao,Spain Primera Division
220793,Colombia,Tottenham Hotspur,English Premier League
205452,Germany,Chelsea,English Premier League
205693,France,West Ham United,English Premier League
205988,England,Manchester United,English Premier League
209297,Brazil,Manchester United,English Premier League
200454,Spain,Villarreal CF,Spain Primera Division
204639,Montenegro,Atlético Madrid,Spain Primera Division
205849,Argentina,Boca Juniors,Argentina Primera División
207877,Venezuela,Atlanta United,USA Major League Soccer
210008,France,Juventus,Italian Serie A
227290,Serbia,SD Eibar,Spain Primera Division
235374,Italy,Lazio,Italian Serie A
41,Spain,Vissel Kobe,Japanese J. League Division 1
120533,Portugal,FC Porto,Portuguese Liga ZON SAGRES
153244,France,Tigres U.A.N.L.,Mexican Liga MX
156519,Mexico,Atlético Madrid,Spain Primera Division
156616,France,Fiorentina,Italian Serie A
163489,Italy,Sassuolo,Italian Serie A
164835,Poland,West Ham United,English Premier League
167628,France,AS Saint-Étienne,French Ligue 1
171877,Slovakia,Dalian YiFang FC,Chinese Super League
173426,Belgium,Club Brugge KV,Belgian Jupiler Pro League
173521,Spain,FC Porto,Portuguese Liga ZON SAGRES
177458,Germany,Bayer 04 Leverkusen,German 1. Bundesliga
177610,Spain,FC Bayern München,German 1. Bundesliga
179846,Germany,Juventus,Italian Serie A
183574,Germany,1. FC Union Berlin,German 1. Bundesliga
187754,Ukraine,Shakhtar Donetsk,Ukrainian Premier League
188803,Brazil,Shakhtar Donetsk,Ukrainian Premier League
190972,Argentina,Boca Juniors,Argentina Primera División
192638,Spain,Chelsea,English Premier League
193082,Colombia,Juventus,Italian Serie A
193283,Denmark,Borussia Dortmund,German 1. Bundesliga
193348,Switzerland,Liverpool,English Premier League
195365,Slovenia,RB Leipzig,German 1. Bundesliga
197655,Uruguay,Sporting CP,Portuguese Liga ZON SAGRES
198164,Spain,Beijing Sinobo Guoan FC,Chinese Super League
198950,Spain,Paris Saint-Germain,French Ligue 1
199575,Spain,Real Valladolid CF,Spain Primera Division
199987,Netherlands,Valencia CF,Spain Primera Division
200260,Netherlands,Feyenoord,Holland Eredivisie
200610,Germany,AS Monaco,French Ligue 1
201119,Brazil,Shakhtar Donetsk,Ukrainian Premier League
201417,Republic of Ireland,Tottenham Hotspur,English Premier League
201995,Brazil,West Ham United,English Premier League
202371,Belgium,Borussia Dortmund,German 1. Bundesliga
202651,Spain,Sevilla FC,Spain Primera Division
203551,Italy,Paris Saint-Germain,French Ligue 1
204259,Colombia,Atlético Madrid,Spain Primera Division
204399,Israel,PSV,Holland Eredivisie
208461,Netherlands,Atalanta,Italian Serie A
215998,Argentina,River Plate,Argentina Primera División
216189,Spain,Athletic Club de Bilbao,Spain Primera Division
216409,Italy,Napoli,Italian Serie A
223689,Netherlands,VfL Wolfsburg,German 1. Bundesliga
230225,Brazil,,
230256,Brazil,São Paulo,Campeonato Brasileiro Série A
230258,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A
230294,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A
230347,Brazil,,
230384,Brazil,Palmeiras,Campeonato Brasileiro Série A
230430,Brazil,Flamengo,Campeonato Brasileiro Série A
238794,Brazil,Real Madrid,Spain Primera Division
224232,Italy,Inter,Italian Serie A
226166,France,RB Leipzig,German 1. Bundesliga
233064,England,Chelsea,English Premier League
233306,England,Manchester United,English Premier League
235569,France,Tottenham Hotspur,English Premier League
240130,Brazil,Real Madrid,Spain Primera Division
216388,France,Newcastle United,English Premier League
224458,Portugal,Liverpool,English Premier League
225193,Spain,Real Sociedad,Spain Primera Division
228093,France,Borussia Mönchengladbach,German 1. Bundesliga
230869,Spain,Athletic Club de Bilbao,Spain Primera Division
232411,France,RB Leipzig,German 1. Bundesliga
241095,Croatia,PFC CSKA Moscow,Russian Premier League
241671,Croatia,Dinamo Zagreb,Croatian Prva HNL
244369,Ukraine,Dynamo Kyiv,Ukrainian Premier League
203747,Spain,Arsenal,English Premier League
220651,Spain,RB Leipzig,German 1. Bundesliga
222331,Germany,RB Leipzig,German 1. Bundesliga
222509,Spain,Arsenal,English Premier League
227813,Ukraine,Manchester City,English Premier League
229906,Jamaica,Bayer 04 Leverkusen,German 1. Bundesliga
232119,Turkey,Leicester City,English Premier League
232432,Serbia,Real Madrid,Spain Primera Division
232656,France,Milan,Italian Serie A
232665,Uruguay,Getafe CF,Spain Primera Division
236632,Brazil,Ajax,Holland Eredivisie
239207,Uruguay,Valencia CF,Spain Primera Division
213648,Denmark,Tottenham Hotspur,English Premier League
221660,Sweden,Manchester United,English Premier League
227127,Spain,Real Sociedad,Spain Primera Division
203574,England,Manchester City,English Premier League
204311,France,Chelsea,English Premier League
206517,England,Aston Villa,English Premier League
208330,Belgium,Real Sociedad,Spain Primera Division
208596,Italy,Torino,Italian Serie A
210406,Poland,Napoli,Italian Serie A
210411,Brazil,FC Porto,Portuguese Liga ZON SAGRES
211320,Italy,Juventus,Italian Serie A
214979,Argentina,Udinese,Italian Serie A
219683,France,FC Bayern München,German 1. Bundesliga
221992,Mexico,Napoli,Italian Serie A
223874,France,Olympique de Marseille,French Ligue 1
227055,Portugal,AS Monaco,French Ligue 1
227950,Spain,Athletic Club de Bilbao,Spain Primera Division
229668,Spain,Atlético Madrid,Spain Primera Division
199005,Australia,Brighton & Hove Albion,English Premier League
201922,Austria,Eintracht Frankfurt,German 1. Bundesliga
212404,Italy,Juventus,Italian Serie A
199503,Switzerland,Arsenal,English Premier League
199823,Spain,Levante UD,Spain Primera Division
200536,Germany,Borussia Dortmund,German 1. Bundesliga
200726,France,AS Monaco,French Ligue 1
202166,Germany,Paris Saint-Germain,French Ligue 1
202477,Spain,Watford,English League Championship
202562,France,VfL Wolfsburg,German 1. Bundesliga
202695,England,Burnley,English Premier League
204525,Spain,Athletic Club de Bilbao,Spain Primera Division
205923,Wales,Tottenham Hotspur,English Premier League
206467,France,Borussia Mönchengladbach,German 1. Bundesliga
210935,Italy,Sassuolo,Italian Serie A
211748,Germany,Bayer 04 Leverkusen,German 1. Bundesliga
212814,Portugal,Inter,Italian Serie A
9014,Netherlands,FC Groningen,Holland Eredivisie
45186,Spain,Real Betis,Spain Primera Division
138412,England,Liverpool,English Premier League
139068,Portugal,Orlando City SC,USA Major League Soccer
148119,Russia,PFC CSKA Moscow,Russian Premier League
159145,France,Al Hilal,Saudi Abdul L. Jameel League
159261,Italy,Sampdoria,Italian Serie A
162240,Belgium,Guangzhou R&F FC,Chinese Super League
167397,Colombia,Galatasaray SK,Turkish Süper Lig
168609,Brazil,Jiangsu Suning FC,Chinese Super League
169588,Northern Ireland,Leicester City,English Premier League
170368,Argentina,Tottenham Hotspur,English Premier League
171579,Spain,Athletic Club de Bilbao,Spain Primera Division
172522,Denmark,Valencia CF,Spain Primera Division
173373,Argentina,Manchester United,English Premier League
173771,Poland,Borussia Dortmund,German 1. Bundesliga
177604,Spain,Real Sociedad,Spain Primera Division
178086,Spain,Sporting CP,Portuguese Liga ZON SAGRES
178372,Serbia,West Bromwich Albion,English Premier League
179645,Denmark,Milan,Italian Serie A
179844,Spain,Atlético Madrid,Spain Primera Division
179944,Brazil,Arsenal,English Premier League
184431,Italy,Al Hilal,Saudi Abdul L. Jameel League
184941,Chile,Inter,Italian Serie A
184942,Brazil,Al Nassr,Saudi Abdul L. Jameel League
185221,Brazil,Fenerbahçe SK,Turkish Süper Lig
187072,Germany,Borussia Mönchengladbach,German 1. Bundesliga
188829,Cameroon,Torino,Italian Serie A
189125,Italy,Fiorentina,Italian Serie A
189271,France,Villarreal CF,Spain Primera Division
189362,Brazil,Shanghai SIPG FC,Chinese Super League
189505,Spain,Roma,Italian Serie A
189690,Spain,Crystal Palace,English Premier League
189805,Netherlands,Sevilla FC,Spain Primera Division
190544,Serbia,Beşiktaş JK,Turkish Süper Lig
190584,Spain,Real Sociedad,Spain Primera Division
190674,France,LOSC Lille,French Ligue 1
191202,Serbia,Manchester United,English Premier League
192064,China PR,Hebei China Fortune FC,Chinese Super League
192679,Spain,Sevilla FC,Spain Primera Division
192789,Spain,Villarreal CF,Spain Primera Division
192883,Armenia,Roma,Italian Serie A
194022,Portugal,SL Benfica,Portuguese Liga ZON SAGRES
195093,Brazil,Real Sociedad,Spain Primera Division
195859,England,Southampton,English Premier League
196432,Argentina,River Plate,Argentina Primera División
197242,Poland,Lokomotiv Moscow,Russian Premier League
197853,Ivory Coast,Tottenham Hotspur,English Premier League
198141,Spain,Real Betis,Spain Primera Division
198951,DR Congo,Beijing Sinobo Guoan FC,Chinese Super League
200724,Spain,Real Madrid,Spain Primera Division
202750,France,Wolverhampton Wanderers,English Premier League
203605,Czech Republic,TSG 1899 Hoffenheim,German 1. Bundesliga
203843,Uruguay,Getafe CF,Spain Primera Division
203890,Croatia,Atlético Madrid,Spain Primera Division
207566,Portugal,Real Betis,Spain Primera Division
208618,Spain,Real Madrid,Spain Primera Division
211241,Spain,Villarreal CF,Spain Primera Division
214584,Argentina,River Plate,Argentina Primera División
219985,Uruguay,Inter,Italian Serie A
223724,Austria,Borussia Mönchengladbach,German 1. Bundesliga
230201,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A
230204,Brazil,Flamengo,Campeonato Brasileiro Série A
230271,Brazil,Fluminense,Campeonato Brasileiro Série A
230313,Brazil,Palmeiras,Campeonato Brasileiro Série A
245294,Uruguay,,
245299,Uruguay,,
245300,Uruguay,,
245304,Uruguay,,
245305,Uruguay,,
245308,Uruguay,,
245309,Uruguay,,
245313,Uruguay,,
251700,Ecuador,,
229558,France,RB Leipzig,German 1. Bundesliga
243812,Brazil,Real Madrid,Spain Primera Division
237692,England,Manchester City,English Premier League
238359,Brazil,Sporting CP,Portuguese Liga ZON SAGRES
232293,Nigeria,Napoli,Italian Serie A
236987,France,Olympique de Marseille,French Ligue 1
244260,Spain,RB Leipzig,German 1. Bundesliga
228092,Norway,Sheffield United,English Premier League
233731,Sweden,Real Sociedad,Spain Primera Division
234378,England,West Ham United,English Premier League
234612,France,LOSC Lille,French Ligue 1
234943,Germany,Borussia Mönchengladbach,German 1. Bundesliga
237942,Ecuador,Villarreal CF,Spain Primera Division
238476,France,Borussia Dortmund,German 1. Bundesliga
241486,France,Sevilla FC,Spain Primera Division
213956,Spain,Wolverhampton Wanderers,English Premier League
224254,Argentina,LA Galaxy,USA Major League Soccer
227535,Uruguay,Juventus,Italian Serie A
229167,Kosovo,SV Werder Bremen,German 1. Bundesliga
234742,England,Leicester City,English Premier League
240754,Algeria,OGC Nice,French Ligue 1
241184,Spain,FC Barcelona,Spain Primera Division
213331,Germany,Bayer 04 Leverkusen,German 1. Bundesliga
213661,Denmark,Chelsea,English Premier League
214092,Russia,Atalanta,Italian Serie A
214394,Colombia,,
220253,Spain,Sevilla FC,Spain Primera Division
221479,England,Everton,English Premier League
222400,England,Tottenham Hotspur,English Premier League
228251,Italy,Roma,Italian Serie A
228941,Portugal,Eintracht Frankfurt,German 1. Bundesliga
233738,Spain,Real Sociedad,Spain Primera Division
234153,Spain,Valencia CF,Spain Primera Division
237238,Scotland,Manchester United,English Premier League
239433,Serbia,Getafe CF,Spain Primera Division
241727,Serbia,Stade de Reims,French Ligue 1
244621,Brazil,SL Benfica,Portuguese Liga ZON SAGRES
205569,England,Southampton,English Premier League
208920,Netherlands,Manchester City,English Premier League
210385,Portugal,Granada CF,Spain Primera Division
210625,Switzerland,VfL Wolfsburg,German 1. Bundesliga
211147,Austria,Borussia Mönchengladbach,German 1. Bundesliga
211515,Italy,Atalanta,Italian Serie A
220182,Belgium,Olympique Lyonnais,French Ligue 1
225663,Russia,AS Monaco,French Ligue 1
226456,Spain,West Ham United,English Premier League
228687,Denmark,OGC Nice,French Ligue 1
233096,Netherlands,PSV,Holland Eredivisie
207439,Argentina,Paris Saint-Germain,French Ligue 1
208104,Brazil,SC Braga,Portuguese Liga ZON SAGRES
210736,Italy,Chelsea,English Premier League
210896,France,Olympique de Marseille,French Ligue 1
216643,France,Olympique Lyonnais,French Ligue 1
219792,France,SC Freiburg,German 1. Bundesliga
222028,Germany,SL Benfica,Portuguese Liga ZON SAGRES
224196,Algeria,Borussia Mönchengladbach,German 1. Bundesliga
224309,Spain,Sevilla FC,Spain Primera Division
225508,Ivory Coast,Manchester United,English Premier League
228520,Argentina,CA Osasuna,Spain Primera Division
234035,Spain,Real Madrid,Spain Primera Division
237239,North Macedonia,Levante UD,Spain Primera Division
199641,Belgium,RC Strasbourg Alsace,French Ligue 1
201519,France,Roma,Italian Serie A
202048,England,Wolverhampton Wanderers,English Premier League
204638,Hungary,RB Leipzig,German 1. Bundesliga
216145,Italy,Torino,Italian Serie A
219809,France,Chelsea,English Premier League
234642,Senegal,Stade Rennais FC,French Ligue 1
193198,Serbia,Sevilla FC,Spain Primera Division
198784,England,Liverpool,English Premier League
200110,Netherlands,AZ Alkmaar,Holland Eredivisie
201143,Algeria,Real Betis,Spain Primera Division
201400,Brazil,FC Barcelona,Spain Primera Division
201455,Central African Republic,Valencia CF,Spain Primera Division
202642,Brazil,Beijing Sinobo Guoan FC,Chinese Super League
202789,Germany,Hertha BSC,German 1. Bundesliga
206511,Germany,VfL Wolfsburg,German 1. Bundesliga
207807,Scotland,Newcastle United,English Premier League
208141,Brazil,SL Benfica,Portuguese Liga ZON SAGRES
208620,Spain,FC Schalke 04,German 1. Bundesliga
210513,Colombia,,
210617,Spain,Milan,Italian Serie A
211575,Portugal,Everton,English Premier League
212187,Germany,PSV,Holland Eredivisie
213516,Portugal,SC Braga,Portuguese Liga ZON SAGRES
216531,Portugal,SC Braga,Portuguese Liga ZON SAGRES
220018,Croatia,Milan,Italian Serie A
224179,Spain,Real Betis,Spain Primera Division
231969,Ukraine,Atalanta,Italian Serie A
20775,Portugal,Vitória Guimarães,Portuguese Liga ZON SAGRES
24630,Spain,Lazio,Italian Serie A
140233,Mexico,Club América,Mexican Liga MX
142754,Argentina,Estudiantes de La Plata,Argentina Primera División
158121,France,FC Girondins de Bordeaux,French Ligue 1
163155,England,Watford,English League Championship
165229,France,FC Girondins de Bordeaux,French Ligue 1
168607,Brazil,Olympiacos CFP,Greek Super League
169595,England,Tottenham Hotspur,English Premier League
172114,Argentina,Portland Timbers,USA Major League Soccer
172879,Greece,Arsenal,English Premier League
175379,Spain,SD Eibar,Spain Primera Division
176550,Colombia,Napoli,Italian Serie A
176600,France,Valencia CF,Spain Primera Division
176919,Argentina,Tigres U.A.N.L.,Mexican Liga MX
176930,Chile,Racing Club,Argentina Primera División
177326,France,Olympiacos CFP,Greek Super League
177633,Spain,Getafe CF,Spain Primera Division
178088,Spain,Manchester United,English Premier League
178311,Italy,Jiangsu Suning FC,Chinese Super League
178424,Portugal,Sporting CP,Portuguese Liga ZON SAGRES
178509,France,Chelsea,English Premier League
180216,Republic of Ireland,Everton,English Premier League
181786,Croatia,Lokomotiv Moscow,Russian Premier League
182002,Brazil,Real Betis,Spain Primera Division
183108,Morocco,Al Nassr,Saudi Abdul L. Jameel League
183394,France,Tottenham Hotspur,English Premier League
183498,Italy,Lazio,Italian Serie A
183900,Argentina,Roma,Italian Serie A
184484,Iceland,Everton,English Premier League
184881,Algeria,Galatasaray SK,Turkish Süper Lig
186537,Uruguay,Girona FC,Spanish Segunda División
186569,Germany,FC Bayern München,German 1. Bundesliga
187052,France,Olympiacos CFP,Greek Super League
187607,Russia,,
187936,France,Stade Rennais FC,French Ligue 1
188081,Brazil,Jiangsu Suning FC,Chinese Super League
189053,Italy,Sassuolo,Italian Serie A
189560,Spain,Villarreal CF,Spain Primera Division
189682,England,Burnley,English Premier League
189881,England,Manchester United,English Premier League
190143,Spain,SD Eibar,Spain Primera Division
190813,Italy,Shanghai Greenland Shenhua FC,Chinese Super League
191740,Spain,Paris Saint-Germain,French Ligue 1
192366,Argentina,Manchester City,English Premier League
192492,Chile,Real Valladolid CF,Spain Primera Division
192598,China PR,Guangzhou Evergrande Taobao FC,Chinese Super League
193171,Spain,Villarreal CF,Spain Primera Division
193983,Algeria,Montpellier HSC,French Ligue 1
199110,Colombia,Atalanta,Italian Serie A
199254,Brazil,Cagliari,Italian Serie A
199304,Brazil,Juventus,Italian Serie A
199354,Spain,Deportivo Alavés,Spain Primera Division
199416,Spain,Athletic Club de Bilbao,Spain Primera Division
199715,Spain,Atlético Madrid,Spain Primera Division
201454,Algeria,Napoli,Italian Serie A
201956,Senegal,FC Schalke 04,German 1. Bundesliga
202935,Spain,Olympique de Marseille,French Ligue 1
203299,Peru,Al Hilal,Saudi Abdul L. Jameel League
203895,Spain,Toronto FC,USA Major League Soccer
204105,France,RC Strasbourg Alsace,French Ligue 1
204614,Portugal,Napoli,Italian Serie A
206304,Serbia,Crystal Palace,English Premier League
206413,Ukraine,Shakhtar Donetsk,Ukrainian Premier League
208128,Turkey,Milan,Italian Serie A
208448,Sweden,RB Leipzig,German 1. Bundesliga
208498,Israel,TSG 1899 Hoffenheim,German 1. Bundesliga
